94.102.61.10 - - [18/Oct/2022:00:04:06 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36"
68.32.1.208 - - [18/Oct/2022:00:08:16 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
4.246.213.120 - - [18/Oct/2022:00:08:27 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
4.246.213.120 - - [18/Oct/2022:00:08:27 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
51.79.29.48 - - [18/Oct/2022:00:14:10 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:00:14:10 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
198.235.24.26 - - [18/Oct/2022:00:20:01 +0000] "\x16\x03\x01" 400 509 "-" "-"
46.161.27.155 - - [18/Oct/2022:00:22:43 +0000] "GET /wp-login.php HTTP/1.1" 404 456 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
51.79.29.48 - - [18/Oct/2022:00:39:03 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:00:39:03 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
13.65.200.44 - - [18/Oct/2022:01:04:02 +0000] "GET / HTTP/1.0" 200 300 "-" "-"
